Name,Value,Year,Type,Gender
Layla,939.0,2020,Count,Girl
Lea,85.0,2020,Count,Girl
Leah,353.0,2020,Count,Girl
Leanna,25.0,2020,Count,Girl
Leanne,17.0,2020,Count,Girl
Leela,43.0,2020,Count,Girl
Leena,43.0,2020,Count,Girl
Leia,115.0,2020,Count,Girl
Leigh,5.0,2020,Count,Girl
Leila,247.0,2020,Count,Girl
Leilani,58.0,2020,Count,Girl
Lena,263.0,2020,Count,Girl
Leona,50.0,2020,Count,Girl
Leoni,5.0,2020,Count,Girl
Leonie,65.0,2020,Count,Girl
Leticia,14.0,2020,Count,Girl
Lexie,123.0,2020,Count,Girl
Leyla,101.0,2020,Count,Girl
Lia,108.0,2020,Count,Girl
Liana,99.0,2020,Count,Girl
Lianna,18.0,2020,Count,Girl
Libbie,4.0,2020,Count,Girl
Libby,157.0,2020,Count,Girl
Liberty,60.0,2020,Count,Girl
Lidia,25.0,2020,Count,Girl
Lila,184.0,2020,Count,Girl
Lili,70.0,2020,Count,Girl
Lilia,84.0,2020,Count,Girl
Lilian,73.0,2020,Count,Girl
Liliana,250.0,2020,Count,Girl
Lilith,80.0,2020,Count,Girl
Lilli,15.0,2020,Count,Girl
Lillian,137.0,2020,Count,Girl
Lillie,237.0,2020,Count,Girl
Lilly,565.0,2020,Count,Girl
Lily,2150.0,2020,Count,Girl
Lily-Ann,11.0,2020,Count,Girl
Lily-Mae,100.0,2020,Count,Girl
Lily-May,47.0,2020,Count,Girl
Lily-Rose,123.0,2020,Count,Girl
Lina,107.0,2020,Count,Girl
Linda,18.0,2020,Count,Girl
Lisa,41.0,2020,Count,Girl
Lisa-Marie,7.0,2020,Count,Girl
Livia,74.0,2020,Count,Girl
Liza,13.0,2020,Count,Girl
Lizzie,6.0,2020,Count,Girl
Logan,10.0,2020,Count,Girl
Lois,182.0,2020,Count,Girl
Lola,778.0,2020,Count,Girl
Loren,5.0,2020,Count,Girl
Lorena,47.0,2020,Count,Girl
Loretta,22.0,2020,Count,Girl
Lori,8.0,2020,Count,Girl
Lorna,16.0,2020,Count,Girl
Lorraine,6.0,2020,Count,Girl
Lotte,5.0,2020,Count,Girl
Lottie,830.0,2020,Count,Girl
Louisa,76.0,2020,Count,Girl
Louise,70.0,2020,Count,Girl
Lowenna,31.0,2020,Count,Girl
Lowri,40.0,2020,Count,Girl
Luca,6.0,2020,Count,Girl
Lucia,249.0,2020,Count,Girl
Luciana,22.0,2020,Count,Girl
Lucie,101.0,2020,Count,Girl
Lucille,10.0,2020,Count,Girl
Lucinda,7.0,2020,Count,Girl
Lucy,755.0,2020,Count,Girl
Luisa,25.0,2020,Count,Girl
Lulu,22.0,2020,Count,Girl
Lydia,366.0,2020,Count,Girl
Maame,3.0,2020,Count,Girl
Maariya,10.0,2020,Count,Girl
Maariyah,21.0,2020,Count,Girl
Mabel,768.0,2020,Count,Girl
Macey,58.0,2020,Count,Girl
Mackenzie,22.0,2020,Count,Girl
Maddie,90.0,2020,Count,Girl
Maddison,367.0,2020,Count,Girl
Maddy,4.0,2020,Count,Girl
Madeeha,11.0,2020,Count,Girl
Madeleine,142.0,2020,Count,Girl
Madeline,131.0,2020,Count,Girl
Madelyn,28.0,2020,Count,Girl
Madiha,20.0,2020,Count,Girl
Madina,28.0,2020,Count,Girl
Madison,300.0,2020,Count,Girl
Mae,93.0,2020,Count,Girl
Maeve,547.0,2020,Count,Girl
Magdalena,24.0,2020,Count,Girl
Maggie,259.0,2020,Count,Girl
Maha,28.0,2020,Count,Girl
Maham,16.0,2020,Count,Girl
Maheen,30.0,2020,Count,Girl
Mahira,52.0,2020,Count,Girl
Mahnoor,63.0,2020,Count,Girl
Mai,9.0,2020,Count,Girl
Maia,257.0,2020,Count,Girl
Maira,61.0,2020,Count,Girl
Maisey,23.0,2020,Count,Girl
Maisha,14.0,2020,Count,Girl
Maisie,1094.0,2020,Count,Girl
Maisy,118.0,2020,Count,Girl
Maizie,22.0,2020,Count,Girl
Maja,226.0,2020,Count,Girl
Makayla,20.0,2020,Count,Girl
Malaika,59.0,2020,Count,Girl
Maleeha,20.0,2020,Count,Girl
Mali,121.0,2020,Count,Girl
Maliha,47.0,2020,Count,Girl
Malika,31.0,2020,Count,Girl
Malka,13.0,2020,Count,Girl
Manon,15.0,2020,Count,Girl
Mara,80.0,2020,Count,Girl
Marcella,11.0,2020,Count,Girl
Marcia,10.0,2020,Count,Girl
Marcie,49.0,2020,Count,Girl
Margaret,124.0,2020,Count,Girl
Margot,652.0,2020,Count,Girl
Mari,29.0,2020,Count,Girl
Maria,744.0,2020,Count,Girl
Mariah,29.0,2020,Count,Girl
Mariam,182.0,2020,Count,Girl
Mariama,18.0,2020,Count,Girl
Marian,7.0,2020,Count,Girl
Mariana,22.0,2020,Count,Girl
Marianna,26.0,2020,Count,Girl
Marianne,17.0,2020,Count,Girl
Marie,44.0,2020,Count,Girl
Mariella,29.0,2020,Count,Girl
Marika,5.0,2020,Count,Girl
Marina,51.0,2020,Count,Girl
Marion,7.0,2020,Count,Girl
Marisa,12.0,2020,Count,Girl
Marissa,18.0,2020,Count,Girl
Mariya,34.0,2020,Count,Girl
Mariyah,17.0,2020,Count,Girl
Mariyam,13.0,2020,Count,Girl
Marley,125.0,2020,Count,Girl
Marni,32.0,2020,Count,Girl
Marnie,403.0,2020,Count,Girl
Marta,40.0,2020,Count,Girl
Martha,422.0,2020,Count,Girl
Martina,42.0,2020,Count,Girl
Marwa,103.0,2020,Count,Girl
Mary,160.0,2020,Count,Girl
Mary-Jane,5.0,2020,Count,Girl
Mary-Kate,12.0,2020,Count,Girl
Marya,9.0,2020,Count,Girl
Maryam,592.0,2020,Count,Girl
Maryann,4.0,2020,Count,Girl
Maryanne,5.0,2020,Count,Girl
Mathilda,26.0,2020,Count,Girl
Mathilde,18.0,2020,Count,Girl
Matilda,1401.0,2020,Count,Girl
Maud,7.0,2020,Count,Girl
Maxine,15.0,2020,Count,Girl
May,60.0,2020,Count,Girl
Maya,1331.0,2020,Count,Girl
Mckenzie,18.0,2020,Count,Girl
Medina,29.0,2020,Count,Girl
Meena,10.0,2020,Count,Girl
Meera,33.0,2020,Count,Girl
Meg,6.0,2020,Count,Girl
Megan,201.0,2020,Count,Girl
Meghan,52.0,2020,Count,Girl
Mehreen,17.0,2020,Count,Girl
Mei,17.0,2020,Count,Girl
Melanie,51.0,2020,Count,Girl
Melina,52.0,2020,Count,Girl
Melinda,8.0,2020,Count,Girl
Melis,6.0,2020,Count,Girl
Melisa,57.0,2020,Count,Girl
Melissa,197.0,2020,Count,Girl
Melodie,17.0,2020,Count,Girl
Melody,161.0,2020,Count,Girl
Menna,11.0,2020,Count,Girl
Mercedes,27.0,2020,Count,Girl
Mercy,20.0,2020,Count,Girl
Meredith,69.0,2020,Count,Girl
Merryn,37.0,2020,Count,Girl
Meryem,13.0,2020,Count,Girl
Mia,2303.0,2020,Count,Girl
Miah,38.0,2020,Count,Girl
Micaela,4.0,2020,Count,Girl
Michaela,58.0,2020,Count,Girl
Michal,3.0,2020,Count,Girl
Michelle,110.0,2020,Count,Girl
Mikaela,20.0,2020,Count,Girl
Mikayla,22.0,2020,Count,Girl
Mila,973.0,2020,Count,Girl
Milan,39.0,2020,Count,Girl
Milena,76.0,2020,Count,Girl
Millicent,41.0,2020,Count,Girl
Millie,1319.0,2020,Count,Girl
Milly,53.0,2020,Count,Girl
Mimi,25.0,2020,Count,Girl
Mina,72.0,2020,Count,Girl
Minnie,110.0,2020,Count,Girl
Mira,83.0,2020,Count,Girl
Miranda,8.0,2020,Count,Girl
Miriam,178.0,2020,Count,Girl
Mischa,6.0,2020,Count,Girl
Misha,24.0,2020,Count,Girl
Misty,13.0,2020,Count,Girl
Miya,63.0,2020,Count,Girl
Mollie,455.0,2020,Count,Girl
Molly,890.0,2020,Count,Girl
Molly-Mae,49.0,2020,Count,Girl
Molly-May,8.0,2020,Count,Girl
Momina,33.0,2020,Count,Girl
Mona,13.0,2020,Count,Girl
Monica,28.0,2020,Count,Girl
Monika,20.0,2020,Count,Girl
Montana,16.0,2020,Count,Girl
Morgan,58.0,2020,Count,Girl
Muna,9.0,2020,Count,Girl
Munira,12.0,2020,Count,Girl
Mya,320.0,2020,Count,Girl
Myah,94.0,2020,Count,Girl
Myra,75.0,2020,Count,Girl
Nabiha,9.0,2020,Count,Girl
Nabila,15.0,2020,Count,Girl
Nada,13.0,2020,Count,Girl
Nadia,148.0,2020,Count,Girl
Nadine,20.0,2020,Count,Girl
Nadiya,9.0,2020,Count,Girl
Nafisa,10.0,2020,Count,Girl
Naila,46.0,2020,Count,Girl
Nailah,36.0,2020,Count,Girl
Naima,19.0,2020,Count,Girl
Naimah,3.0,2020,Count,Girl
Najma,8.0,2020,Count,Girl
Nana,21.0,2020,Count,Girl
Nancy,777.0,2020,Count,Girl
Naomi,267.0,2020,Count,Girl
Natalia,262.0,2020,Count,Girl
Natalie,105.0,2020,Count,Girl
Natalya,10.0,2020,Count,Girl
Natasha,57.0,2020,Count,Girl
Nathalie,10.0,2020,Count,Girl
Nawal,21.0,2020,Count,Girl
Neave,69.0,2020,Count,Girl
Neeve,13.0,2020,Count,Girl
Neha,10.0,2020,Count,Girl
Nell,129.0,2020,Count,Girl
Nerys,6.0,2020,Count,Girl
Neve,163.0,2020,Count,Girl
Nia,153.0,2020,Count,Girl
Niamh,366.0,2020,Count,Girl
Nicola,28.0,2020,Count,Girl
Nicole,167.0,2020,Count,Girl
Nida,13.0,2020,Count,Girl
Nieve,47.0,2020,Count,Girl
Niki,5.0,2020,Count,Girl
Nikita,25.0,2020,Count,Girl
Nikki,8.0,2020,Count,Girl
Nimra,5.0,2020,Count,Girl
Nimrah,3.0,2020,Count,Girl
Nina,350.0,2020,Count,Girl
Nisa,20.0,2020,Count,Girl
Noor,164.0,2020,Count,Girl
Nora,326.0,2020,Count,Girl
Noreen,6.0,2020,Count,Girl
Nour,46.0,2020,Count,Girl
Nuala,30.0,2020,Count,Girl
Nuha,18.0,2020,Count,Girl
Nur,14.0,2020,Count,Girl
Nusaybah,58.0,2020,Count,Girl
Nusrat,4.0,2020,Count,Girl
Ocean,96.0,2020,Count,Girl
Octavia,94.0,2020,Count,Girl
Olive,510.0,2020,Count,Girl
Olivia,3640.0,2020,Count,Girl
Ophelia,277.0,2020,Count,Girl
Oreoluwa,5.0,2020,Count,Girl
Oriana,18.0,2020,Count,Girl
Orla,733.0,2020,Count,Girl
Orlagh,33.0,2020,Count,Girl
Orlaith,69.0,2020,Count,Girl
Ottilie,399.0,2020,Count,Girl
Paige,261.0,2020,Count,Girl
Paisley,349.0,2020,Count,Girl
Paloma,41.0,2020,Count,Girl
Pamela,9.0,2020,Count,Girl
Pandora,24.0,2020,Count,Girl
Paris,65.0,2020,Count,Girl
Patience,7.0,2020,Count,Girl
Patricia,47.0,2020,Count,Girl
Patsy,22.0,2020,Count,Girl
Paula,27.0,2020,Count,Girl
Paulina,14.0,2020,Count,Girl
Pauline,7.0,2020,Count,Girl
Payton,41.0,2020,Count,Girl
Pearl,177.0,2020,Count,Girl
Peggy,101.0,2020,Count,Girl
Penelope,1020.0,2020,Count,Girl
Penny,304.0,2020,Count,Girl
Persia,3.0,2020,Count,Girl
Petra,31.0,2020,Count,Girl
Peyton,154.0,2020,Count,Girl
Pheobe,19.0,2020,Count,Girl
Philippa,121.0,2020,Count,Girl
Phillipa,8.0,2020,Count,Girl
Phoebe,1543.0,2020,Count,Girl
Phoenix,92.0,2020,Count,Girl
Pia,27.0,2020,Count,Girl
Pippa,400.0,2020,Count,Girl
Polly,240.0,2020,Count,Girl
Pollyanna,17.0,2020,Count,Girl
Poppie,44.0,2020,Count,Girl
Poppy,1838.0,2020,Count,Girl
Porsha,8.0,2020,Count,Girl
Portia,4.0,2020,Count,Girl
Precious,32.0,2020,Count,Girl
Primrose,320.0,2020,Count,Girl
Princess,49.0,2020,Count,Girl
Priscilla,19.0,2020,Count,Girl
Priya,53.0,2020,Count,Girl
Rabia,17.0,2020,Count,Girl
Rachael,14.0,2020,Count,Girl
Rachel,126.0,2020,Count,Girl
Rae,142.0,2020,Count,Girl
Raegan,17.0,2020,Count,Girl
Raheema,3.0,2020,Count,Girl
Rahma,54.0,2020,Count,Girl
Raisa,43.0,2020,Count,Girl
Ramla,6.0,2020,Count,Girl
Rana,14.0,2020,Count,Girl
Rani,12.0,2020,Count,Girl
Rania,44.0,2020,Count,Girl
Ranya,10.0,2020,Count,Girl
Raquel,8.0,2020,Count,Girl
Raven,79.0,2020,Count,Girl
Rawan,30.0,2020,Count,Girl
Raya,110.0,2020,Count,Girl
Rayna,45.0,2020,Count,Girl
Reagan,15.0,2020,Count,Girl
Rebeca,62.0,2020,Count,Girl
Rebecca,198.0,2020,Count,Girl
Rebeka,17.0,2020,Count,Girl
Rebekah,28.0,2020,Count,Girl
Reem,29.0,2020,Count,Girl
Reema,14.0,2020,Count,Girl
Regan,9.0,2020,Count,Girl
Regina,12.0,2020,Count,Girl
Remi,253.0,2020,Count,Girl
Remy,77.0,2020,Count,Girl
Renae,43.0,2020,Count,Girl
Rene,5.0,2020,Count,Girl
Renee,73.0,2020,Count,Girl
Rhea,85.0,2020,Count,Girl
Rhia,9.0,2020,Count,Girl
Rhian,6.0,2020,Count,Girl
Rhianna,4.0,2020,Count,Girl
Rhiannon,24.0,2020,Count,Girl
Ria,47.0,2020,Count,Girl
Riana,12.0,2020,Count,Girl
Rianna,6.0,2020,Count,Girl
Rida,21.0,2020,Count,Girl
Riley,202.0,2020,Count,Girl
Rina,14.0,2020,Count,Girl
Rio,20.0,2020,Count,Girl
Rita,55.0,2020,Count,Girl
Rivka,17.0,2020,Count,Girl
Riya,64.0,2020,Count,Girl
Roberta,26.0,2020,Count,Girl
Robin,109.0,2020,Count,Girl
Robyn,710.0,2020,Count,Girl
Rochelle,9.0,2020,Count,Girl
Roisin,40.0,2020,Count,Girl
Roma,57.0,2020,Count,Girl
Romany,8.0,2020,Count,Girl
Romilly,54.0,2020,Count,Girl
Romy,91.0,2020,Count,Girl
Rona,8.0,2020,Count,Girl
Ronni,12.0,2020,Count,Girl
Ronnie,24.0,2020,Count,Girl
Rosa,314.0,2020,Count,Girl
Rosalie,147.0,2020,Count,Girl
Rosalind,34.0,2020,Count,Girl
Rosalyn,11.0,2020,Count,Girl
Rosanna,51.0,2020,Count,Girl
Rose,803.0,2020,Count,Girl
Roseanna,41.0,2020,Count,Girl
Roseanne,10.0,2020,Count,Girl
Rosemarie,8.0,2020,Count,Girl
Rosemary,87.0,2020,Count,Girl
Rosey,13.0,2020,Count,Girl
Roshni,7.0,2020,Count,Girl
Rosie,2035.0,2020,Count,Girl
Rosina,13.0,2020,Count,Girl
Rosy,15.0,2020,Count,Girl
Rowan,98.0,2020,Count,Girl
Rowen,8.0,2020,Count,Girl
Rowena,6.0,2020,Count,Girl
Roxana,21.0,2020,Count,Girl
Roxanna,5.0,2020,Count,Girl
Roxanne,49.0,2020,Count,Girl
Rubie,33.0,2020,Count,Girl
Ruby,1359.0,2020,Count,Girl
Ruqayya,17.0,2020,Count,Girl
Ruqayyah,90.0,2020,Count,Girl
Ruth,67.0,2020,Count,Girl
Saara,35.0,2020,Count,Girl
Saarah,34.0,2020,Count,Girl
Saba,23.0,2020,Count,Girl
Sabiha,11.0,2020,Count,Girl
Sabina,16.0,2020,Count,Girl
Sabrina,68.0,2020,Count,Girl
Sadaf,6.0,2020,Count,Girl
Sade,5.0,2020,Count,Girl
Sadia,16.0,2020,Count,Girl
Sadie,334.0,2020,Count,Girl
Sadiya,5.0,2020,Count,Girl
Safa,235.0,2020,Count,Girl
Safaa,64.0,2020,Count,Girl
Safah,13.0,2020,Count,Girl
Saffron,54.0,2020,Count,Girl
Safia,34.0,2020,Count,Girl
Safina,7.0,2020,Count,Girl
Safiya,68.0,2020,Count,Girl
Safiyah,45.0,2020,Count,Girl
Safiyya,33.0,2020,Count,Girl
Safiyyah,81.0,2020,Count,Girl
Sahar,17.0,2020,Count,Girl
Sahara,17.0,2020,Count,Girl
Sahiba,7.0,2020,Count,Girl
Sahra,5.0,2020,Count,Girl
Saira,31.0,2020,Count,Girl
Sakina,22.0,2020,Count,Girl
Sakinah,5.0,2020,Count,Girl
Saleha,8.0,2020,Count,Girl
Saliha,14.0,2020,Count,Girl
Sally,17.0,2020,Count,Girl
Salma,40.0,2020,Count,Girl
Salome,10.0,2020,Count,Girl
Salwa,18.0,2020,Count,Girl
Samah,3.0,2020,Count,Girl
Samantha,64.0,2020,Count,Girl
Samar,9.0,2020,Count,Girl
Samara,30.0,2020,Count,Girl
Sameera,7.0,2020,Count,Girl
Samia,11.0,2020,Count,Girl
Samiha,9.0,2020,Count,Girl
Samira,44.0,2020,Count,Girl
Samirah,9.0,2020,Count,Girl
Samiya,10.0,2020,Count,Girl
Sana,78.0,2020,Count,Girl
Sanaa,5.0,2020,Count,Girl
Sandra,27.0,2020,Count,Girl
Sania,7.0,2020,Count,Girl
Saniya,4.0,2020,Count,Girl
Saoirse,151.0,2020,Count,Girl
Sapphire,110.0,2020,Count,Girl
Sara,496.0,2020,Count,Girl
Sarah,422.0,2020,Count,Girl
Sarina,17.0,2020,Count,Girl
Sasha,72.0,2020,Count,Girl
Saskia,59.0,2020,Count,Girl
Savanah,6.0,2020,Count,Girl
Savanna,49.0,2020,Count,Girl
Savannah,388.0,2020,Count,Girl
Scarlet,65.0,2020,Count,Girl
Scarlett,942.0,2020,Count,Girl
Sehar,12.0,2020,Count,Girl
Seher,22.0,2020,Count,Girl
Sehrish,10.0,2020,Count,Girl
Selena,89.0,2020,Count,Girl
Selin,21.0,2020,Count,Girl
Selina,44.0,2020,Count,Girl
Seren,229.0,2020,Count,Girl
Serena,116.0,2020,Count,Girl
Serene,12.0,2020,Count,Girl
Shae,9.0,2020,Count,Girl
Shah,3.0,2020,Count,Girl
Shakira,9.0,2020,Count,Girl
Shana,3.0,2020,Count,Girl
Shanae,4.0,2020,Count,Girl
Shani,5.0,2020,Count,Girl
Shania,22.0,2020,Count,Girl
Shanice,6.0,2020,Count,Girl
Shannon,15.0,2020,Count,Girl
Sharon,14.0,2020,Count,Girl
Shay,17.0,2020,Count,Girl
Shayla,21.0,2020,Count,Girl
Sheikh,11.0,2020,Count,Girl
Sheila,8.0,2020,Count,Girl
Shelby,82.0,2020,Count,Girl
Shivani,7.0,2020,Count,Girl
Shoshana,7.0,2020,Count,Girl
Shreya,32.0,2020,Count,Girl
Shriya,9.0,2020,Count,Girl
Shyla,24.0,2020,Count,Girl
Sian,20.0,2020,Count,Girl
Siana,6.0,2020,Count,Girl
Sidney,15.0,2020,Count,Girl
Sidra,40.0,2020,Count,Girl
Sidrah,17.0,2020,Count,Girl
Siena,72.0,2020,Count,Girl
Sienna,1638.0,2020,Count,Girl
Silvia,21.0,2020,Count,Girl
Sima,5.0,2020,Count,Girl
Simone,7.0,2020,Count,Girl
Simran,31.0,2020,Count,Girl
Sinead,19.0,2020,Count,Girl
Siobhan,7.0,2020,Count,Girl
Sky,45.0,2020,Count,Girl
Skye,303.0,2020,Count,Girl
Sofia,1623.0,2020,Count,Girl
Sofie,23.0,2020,Count,Girl
Sonia,47.0,2020,Count,Girl
Sonya,6.0,2020,Count,Girl
Sophia,2028.0,2020,Count,Girl
Sophie,1525.0,2020,Count,Girl
Soraya,58.0,2020,Count,Girl
Sorcha,9.0,2020,Count,Girl
Stacey,20.0,2020,Count,Girl
Star,29.0,2020,Count,Girl
Starr,13.0,2020,Count,Girl
Stefania,81.0,2020,Count,Girl
Stella,159.0,2020,Count,Girl
Stephanie,83.0,2020,Count,Girl
Stevie,80.0,2020,Count,Girl
Storm,49.0,2020,Count,Girl
Sumaiya,23.0,2020,Count,Girl
Sumaiyah,5.0,2020,Count,Girl
Sumaya,42.0,2020,Count,Girl
Sumayah,12.0,2020,Count,Girl
Sumayya,14.0,2020,Count,Girl
Sumayyah,70.0,2020,Count,Girl
Summer,553.0,2020,Count,Girl
Sunny,22.0,2020,Count,Girl
Suraiya,12.0,2020,Count,Girl
Susan,13.0,2020,Count,Girl
Susanna,15.0,2020,Count,Girl
Susannah,10.0,2020,Count,Girl
Susie,18.0,2020,Count,Girl
Suzanna,6.0,2020,Count,Girl
Suzanne,6.0,2020,Count,Girl
Suzie,17.0,2020,Count,Girl
Sydney,85.0,2020,Count,Girl
Syeda,160.0,2020,Count,Girl
Sylvia,58.0,2020,Count,Girl
Sylvie,101.0,2020,Count,Girl
Tabitha,188.0,2020,Count,Girl
Tahira,8.0,2020,Count,Girl
Tahlia,56.0,2020,Count,Girl
Taiba,4.0,2020,Count,Girl
Talia,233.0,2020,Count,Girl
Talitha,22.0,2020,Count,Girl
Tallulah,173.0,2020,Count,Girl
Talya,10.0,2020,Count,Girl
Tamar,9.0,2020,Count,Girl
Tamara,44.0,2020,Count,Girl
Tamia,4.0,2020,Count,Girl
Tamsin,11.0,2020,Count,Girl
Tanaya,3.0,2020,Count,Girl
Tania,17.0,2020,Count,Girl
Tanisha,15.0,2020,Count,Girl
Tanya,11.0,2020,Count,Girl
Tara,71.0,2020,Count,Girl
Taryn,9.0,2020,Count,Girl
Tasneem,25.0,2020,Count,Girl
Tasnim,21.0,2020,Count,Girl
Tatiana,13.0,2020,Count,Girl
Taya,31.0,2020,Count,Girl
Tayah,15.0,2020,Count,Girl
Tayla,12.0,2020,Count,Girl
Taylor,69.0,2020,Count,Girl
Teagan,17.0,2020,Count,Girl
Teegan,4.0,2020,Count,Girl
Tegan,25.0,2020,Count,Girl
Teigan,10.0,2020,Count,Girl
Teresa,21.0,2020,Count,Girl
Tess,24.0,2020,Count,Girl
Tessa,66.0,2020,Count,Girl
Teya,14.0,2020,Count,Girl
Thalia,51.0,2020,Count,Girl
Thea,858.0,2020,Count,Girl
Theadora,56.0,2020,Count,Girl
Theodora,122.0,2020,Count,Girl
Theresa,13.0,2020,Count,Girl
Tia,89.0,2020,Count,Girl
Tiana,82.0,2020,Count,Girl
Tianna,29.0,2020,Count,Girl
Tiarna,6.0,2020,Count,Girl
Tiffany,63.0,2020,Count,Girl
Tillie,87.0,2020,Count,Girl
Tilly,326.0,2020,Count,Girl
Tina,18.0,2020,Count,Girl
Toni,7.0,2020,Count,Girl
Tori,15.0,2020,Count,Girl
Trinity,46.0,2020,Count,Girl
Trisha,10.0,2020,Count,Girl
Trudy,8.0,2020,Count,Girl
Tulsi,4.0,2020,Count,Girl
Tyra,12.0,2020,Count,Girl
Uma,14.0,2020,Count,Girl
Umaymah,23.0,2020,Count,Girl
Umme,22.0,2020,Count,Girl
Una,54.0,2020,Count,Girl
Ursula,11.0,2020,Count,Girl
Uzma,4.0,2020,Count,Girl
Valentina,196.0,2020,Count,Girl
Valerie,32.0,2020,Count,Girl
Vanessa,56.0,2020,Count,Girl
Verity,125.0,2020,Count,Girl
Veronica,55.0,2020,Count,Girl
Vicky,4.0,2020,Count,Girl
Victoria,409.0,2020,Count,Girl
Vienna,179.0,2020,Count,Girl
Violet,962.0,2020,Count,Girl
Virginia,8.0,2020,Count,Girl
Vivian,35.0,2020,Count,Girl
Vivien,19.0,2020,Count,Girl
Vivienne,114.0,2020,Count,Girl
Warda,3.0,2020,Count,Girl
Wendy,21.0,2020,Count,Girl
Whitney,8.0,2020,Count,Girl
Willow,1982.0,2020,Count,Girl
Winifred,83.0,2020,Count,Girl
Winnie,210.0,2020,Count,Girl
Xanthe,40.0,2020,Count,Girl
Xena,9.0,2020,Count,Girl
Xenia,14.0,2020,Count,Girl
Yael,11.0,2020,Count,Girl
Yara,86.0,2020,Count,Girl
Yasemin,7.0,2020,Count,Girl
Yasmeen,18.0,2020,Count,Girl
Yasmin,134.0,2020,Count,Girl
Yasmina,26.0,2020,Count,Girl
Yasmine,53.0,2020,Count,Girl
Yazmin,8.0,2020,Count,Girl
Yumna,27.0,2020,Count,Girl
Yusra,138.0,2020,Count,Girl
Yvonne,7.0,2020,Count,Girl
Zahra,289.0,2020,Count,Girl
Zahraa,24.0,2020,Count,Girl
Zahrah,11.0,2020,Count,Girl
Zaina,38.0,2020,Count,Girl
Zainab,380.0,2020,Count,Girl
Zaira,31.0,2020,Count,Girl
Zara,712.0,2020,Count,Girl
Zarah,28.0,2020,Count,Girl
Zarina,9.0,2020,Count,Girl
Zayna,53.0,2020,Count,Girl
Zaynab,130.0,2020,Count,Girl
Zaynah,27.0,2020,Count,Girl
Zeenat,11.0,2020,Count,Girl
Zehra,15.0,2020,Count,Girl
Zena,8.0,2020,Count,Girl
Zeynep,30.0,2020,Count,Girl
Zoe,473.0,2020,Count,Girl
Zofia,156.0,2020,Count,Girl
Zoha,62.0,2020,Count,Girl
Zohra,9.0,2020,Count,Girl
Zoya,312.0,2020,Count,Girl
Zulaikha,9.0,2020,Count,Girl
Aaisha,1497.0,2019,Rank,Girl
Aaishah,2643.0,2019,Rank,Girl
Aaliya,1063.0,2019,Rank,Girl
Aaliyah,141.0,2019,Rank,Girl
Aamina,1095.0,2019,Rank,Girl
Aaminah,519.0,2019,Rank,Girl
Aamirah,4001.0,2019,Rank,Girl
Aamna,2643.0,2019,Rank,Girl
Aasiyah,737.0,2019,Rank,Girl
Abbey,2643.0,2019,Rank,Girl
Abbie,651.0,2019,Rank,Girl
Abby,1497.0,2019,Rank,Girl
Abi,1940.0,2019,Rank,Girl
Abida,2869.0,2019,Rank,Girl
Abigail,83.0,2019,Rank,Girl
Acacia,1497.0,2019,Rank,Girl
Ada,47.0,2019,Rank,Girl
Adeeba,4686.0,2019,Rank,Girl
Adela,936.0,2019,Rank,Girl
Adelaide,475.0,2019,Rank,Girl
Adele,717.0,2019,Rank,Girl
Adina,1562.0,2019,Rank,Girl
Aditi,1854.0,2019,Rank,Girl
Adriana,574.0,2019,Rank,Girl
Adrianna,1439.0,2019,Rank,Girl
Afreen,1854.0,2019,Rank,Girl
Agatha,584.0,2019,Rank,Girl
Agnes,414.0,2019,Rank,Girl
Ahlam,2040.0,2019,Rank,Girl
Aicha,2643.0,2019,Rank,Girl
Aida,439.0,2019,Rank,Girl
Aileen,2869.0,2019,Rank,Girl
Ailish,3151.0,2019,Rank,Girl
Ailsa,1703.0,2019,Rank,Girl
Aimee,838.0,2019,Rank,Girl
Aine,1562.0,2019,Rank,Girl
Aisha,102.0,2019,Rank,Girl
Aishah,1039.0,2019,Rank,Girl
Aisling,1634.0,2019,Rank,Girl
Alaa,1389.0,2019,Rank,Girl
Alaina,838.0,2019,Rank,Girl
Alana,185.0,2019,Rank,Girl
Alanah,2040.0,2019,Rank,Girl
Alanis,3151.0,2019,Rank,Girl
Alanna,717.0,2019,Rank,Girl
Alannah,430.0,2019,Rank,Girl
Alarna,1562.0,2019,Rank,Girl
Alaw,2458.0,2019,Rank,Girl
Alayna,155.0,2019,Rank,Girl
Alba,175.0,2019,Rank,Girl
Aleah,1497.0,2019,Rank,Girl
Aleena,239.0,2019,Rank,Girl
Aleesha,2040.0,2019,Rank,Girl
Aleksandra,562.0,2019,Rank,Girl
Alena,1218.0,2019,Rank,Girl
Alesha,955.0,2019,Rank,Girl
Alessandra,2458.0,2019,Rank,Girl
Alessia,253.0,2019,Rank,Girl
Alethea,1634.0,2019,Rank,Girl
Alex,1389.0,2019,Rank,Girl
Alexa,920.0,2019,Rank,Girl
Alexandra,117.0,2019,Rank,Girl
Alexandria,1782.0,2019,Rank,Girl
Alexia,574.0,2019,Rank,Girl
Alexis,448.0,2019,Rank,Girl
Aleyna,1349.0,2019,Rank,Girl
Alia,590.0,2019,Rank,Girl
Alice,25.0,2019,Rank,Girl
Alicia,231.0,2019,Rank,Girl
Alicja,353.0,2019,Rank,Girl
Alima,2286.0,2019,Rank,Girl
Alina,275.0,2019,Rank,Girl
