Name,Value,Year,Type,Gender
Laura,525.0,2006,Count,Girl
Laurel,10.0,2006,Count,Girl
Lauren,1512.0,2006,Count,Girl
Laurie,23.0,2006,Count,Girl
Lavinia,15.0,2006,Count,Girl
Layla,599.0,2006,Count,Girl
Lea,76.0,2006,Count,Girl
Leah,1592.0,2006,Count,Girl
Leanna,29.0,2006,Count,Girl
Leanne,80.0,2006,Count,Girl
Leela,27.0,2006,Count,Girl
Leena,42.0,2006,Count,Girl
Leia,68.0,2006,Count,Girl
Leigh,23.0,2006,Count,Girl
Leila,265.0,2006,Count,Girl
Leilani,37.0,2006,Count,Girl
Lena,84.0,2006,Count,Girl
Leona,143.0,2006,Count,Girl
Leoni,84.0,2006,Count,Girl
Leonie,110.0,2006,Count,Girl
Leticia,27.0,2006,Count,Girl
Lexie,422.0,2006,Count,Girl
Leyla,92.0,2006,Count,Girl
Lia,108.0,2006,Count,Girl
Liana,42.0,2006,Count,Girl
Lianna,17.0,2006,Count,Girl
Libbie,88.0,2006,Count,Girl
Libby,1100.0,2006,Count,Girl
Liberty,225.0,2006,Count,Girl
Lidia,17.0,2006,Count,Girl
Lila,132.0,2006,Count,Girl
Lili,100.0,2006,Count,Girl
Lilia,208.0,2006,Count,Girl
Lilian,71.0,2006,Count,Girl
Liliana,70.0,2006,Count,Girl
Lilith,6.0,2006,Count,Girl
Lilli,69.0,2006,Count,Girl
Lillian,97.0,2006,Count,Girl
Lillie,344.0,2006,Count,Girl
Lilly,842.0,2006,Count,Girl
Lily,3407.0,2006,Count,Girl
Lily-Ann,20.0,2006,Count,Girl
Lily-Mae,101.0,2006,Count,Girl
Lily-May,87.0,2006,Count,Girl
Lily-Rose,76.0,2006,Count,Girl
Lina,61.0,2006,Count,Girl
Linda,26.0,2006,Count,Girl
Lisa,108.0,2006,Count,Girl
Lisa-Marie,15.0,2006,Count,Girl
Livia,60.0,2006,Count,Girl
Liza,11.0,2006,Count,Girl
Lizzie,11.0,2006,Count,Girl
Logan,31.0,2006,Count,Girl
Lois,429.0,2006,Count,Girl
Lola,1101.0,2006,Count,Girl
Loren,22.0,2006,Count,Girl
Lorena,20.0,2006,Count,Girl
Loretta,7.0,2006,Count,Girl
Lori,16.0,2006,Count,Girl
Lorna,69.0,2006,Count,Girl
Lorraine,11.0,2006,Count,Girl
Lotte,8.0,2006,Count,Girl
Lottie,196.0,2006,Count,Girl
Louisa,211.0,2006,Count,Girl
Louise,380.0,2006,Count,Girl
Lowenna,9.0,2006,Count,Girl
Lowri,83.0,2006,Count,Girl
Luca,9.0,2006,Count,Girl
Lucia,269.0,2006,Count,Girl
Luciana,19.0,2006,Count,Girl
Lucie,310.0,2006,Count,Girl
Lucille,13.0,2006,Count,Girl
Lucinda,55.0,2006,Count,Girl
Lucy,3506.0,2006,Count,Girl
Luisa,31.0,2006,Count,Girl
Lulu,25.0,2006,Count,Girl
Lydia,652.0,2006,Count,Girl
Maame,12.0,2006,Count,Girl
Maariya,43.0,2006,Count,Girl
Maariyah,38.0,2006,Count,Girl
Mabel,91.0,2006,Count,Girl
Macey,290.0,2006,Count,Girl
Mackenzie,98.0,2006,Count,Girl
Maddie,172.0,2006,Count,Girl
Maddison,881.0,2006,Count,Girl
Maddy,46.0,2006,Count,Girl
Madeeha,23.0,2006,Count,Girl
Madeleine,822.0,2006,Count,Girl
Madeline,437.0,2006,Count,Girl
Madelyn,26.0,2006,Count,Girl
Madiha,21.0,2006,Count,Girl
Madina,18.0,2006,Count,Girl
Madison,1490.0,2006,Count,Girl
Mae,125.0,2006,Count,Girl
Maeve,43.0,2006,Count,Girl
Magdalena,17.0,2006,Count,Girl
Maggie,121.0,2006,Count,Girl
Maha,42.0,2006,Count,Girl
Maham,18.0,2006,Count,Girl
Maheen,31.0,2006,Count,Girl
Mahira,16.0,2006,Count,Girl
Mahnoor,46.0,2006,Count,Girl
Mai,20.0,2006,Count,Girl
Maia,216.0,2006,Count,Girl
Maira,17.0,2006,Count,Girl
Maisey,70.0,2006,Count,Girl
Maisha,53.0,2006,Count,Girl
Maisie,1065.0,2006,Count,Girl
Maisy,291.0,2006,Count,Girl
Maizie,49.0,2006,Count,Girl
Maja,85.0,2006,Count,Girl
Makayla,32.0,2006,Count,Girl
Malaika,170.0,2006,Count,Girl
Maleeha,34.0,2006,Count,Girl
Mali,51.0,2006,Count,Girl
Maliha,46.0,2006,Count,Girl
Malika,50.0,2006,Count,Girl
Malka,21.0,2006,Count,Girl
Manon,28.0,2006,Count,Girl
Mara,21.0,2006,Count,Girl
Marcella,11.0,2006,Count,Girl
Marcia,26.0,2006,Count,Girl
Marcie,24.0,2006,Count,Girl
Margaret,67.0,2006,Count,Girl
Margot,24.0,2006,Count,Girl
Mari,43.0,2006,Count,Girl
Maria,500.0,2006,Count,Girl
Mariah,46.0,2006,Count,Girl
Mariam,235.0,2006,Count,Girl
Mariama,23.0,2006,Count,Girl
Marian,13.0,2006,Count,Girl
Mariana,33.0,2006,Count,Girl
Marianna,18.0,2006,Count,Girl
Marianne,28.0,2006,Count,Girl
Marie,73.0,2006,Count,Girl
Mariella,24.0,2006,Count,Girl
Marika,12.0,2006,Count,Girl
Marina,52.0,2006,Count,Girl
Marion,16.0,2006,Count,Girl
Marisa,26.0,2006,Count,Girl
Marissa,68.0,2006,Count,Girl
Mariya,47.0,2006,Count,Girl
Mariyah,32.0,2006,Count,Girl
Mariyam,16.0,2006,Count,Girl
Marley,19.0,2006,Count,Girl
Marni,36.0,2006,Count,Girl
Marnie,86.0,2006,Count,Girl
Marta,21.0,2006,Count,Girl
Martha,539.0,2006,Count,Girl
Martina,34.0,2006,Count,Girl
Marwa,57.0,2006,Count,Girl
Mary,310.0,2006,Count,Girl
Mary-Jane,14.0,2006,Count,Girl
Mary-Kate,8.0,2006,Count,Girl
Marya,8.0,2006,Count,Girl
Maryam,421.0,2006,Count,Girl
Maryann,5.0,2006,Count,Girl
Maryanne,7.0,2006,Count,Girl
Mathilda,46.0,2006,Count,Girl
Mathilde,28.0,2006,Count,Girl
Matilda,848.0,2006,Count,Girl
Maud,3.0,2006,Count,Girl
Maxine,21.0,2006,Count,Girl
May,93.0,2006,Count,Girl
Maya,735.0,2006,Count,Girl
Mckenzie,86.0,2006,Count,Girl
Medina,10.0,2006,Count,Girl
Meena,12.0,2006,Count,Girl
Meera,13.0,2006,Count,Girl
Meg,23.0,2006,Count,Girl
Megan,2827.0,2006,Count,Girl
Meghan,58.0,2006,Count,Girl
Mehreen,21.0,2006,Count,Girl
Mei,17.0,2006,Count,Girl
Melanie,80.0,2006,Count,Girl
Melina,20.0,2006,Count,Girl
Melinda,9.0,2006,Count,Girl
Melis,12.0,2006,Count,Girl
Melisa,40.0,2006,Count,Girl
Melissa,491.0,2006,Count,Girl
Melodie,5.0,2006,Count,Girl
Melody,121.0,2006,Count,Girl
Menna,23.0,2006,Count,Girl
Mercedes,48.0,2006,Count,Girl
Mercy,25.0,2006,Count,Girl
Meredith,46.0,2006,Count,Girl
Merryn,8.0,2006,Count,Girl
Meryem,13.0,2006,Count,Girl
Mia,2975.0,2006,Count,Girl
Miah,34.0,2006,Count,Girl
Micaela,15.0,2006,Count,Girl
Michaela,145.0,2006,Count,Girl
Michal,6.0,2006,Count,Girl
Michelle,184.0,2006,Count,Girl
Mikaela,27.0,2006,Count,Girl
Mikayla,37.0,2006,Count,Girl
Mila,49.0,2006,Count,Girl
Milan,16.0,2006,Count,Girl
Milena,26.0,2006,Count,Girl
Millicent,106.0,2006,Count,Girl
Millie,2210.0,2006,Count,Girl
Milly,412.0,2006,Count,Girl
Mimi,45.0,2006,Count,Girl
Mina,26.0,2006,Count,Girl
Minnie,34.0,2006,Count,Girl
Mira,15.0,2006,Count,Girl
Miranda,55.0,2006,Count,Girl
Miriam,127.0,2006,Count,Girl
Mischa,85.0,2006,Count,Girl
Misha,34.0,2006,Count,Girl
Misty,14.0,2006,Count,Girl
Miya,59.0,2006,Count,Girl
Mollie,582.0,2006,Count,Girl
Molly,1995.0,2006,Count,Girl
Molly-Mae,8.0,2006,Count,Girl
Molly-May,10.0,2006,Count,Girl
Momina,24.0,2006,Count,Girl
Mona,10.0,2006,Count,Girl
Monica,58.0,2006,Count,Girl
Monika,26.0,2006,Count,Girl
Montana,17.0,2006,Count,Girl
Morgan,571.0,2006,Count,Girl
Muna,26.0,2006,Count,Girl
Munira,22.0,2006,Count,Girl
Mya,412.0,2006,Count,Girl
Myah,50.0,2006,Count,Girl
Myra,19.0,2006,Count,Girl
Nabiha,23.0,2006,Count,Girl
Nabila,10.0,2006,Count,Girl
Nada,25.0,2006,Count,Girl
Nadia,125.0,2006,Count,Girl
Nadine,57.0,2006,Count,Girl
Nadiya,8.0,2006,Count,Girl
Nafisa,37.0,2006,Count,Girl
Naila,24.0,2006,Count,Girl
Nailah,17.0,2006,Count,Girl
Naima,58.0,2006,Count,Girl
Naimah,22.0,2006,Count,Girl
Najma,36.0,2006,Count,Girl
Nana,46.0,2006,Count,Girl
Nancy,222.0,2006,Count,Girl
Naomi,440.0,2006,Count,Girl
Natalia,203.0,2006,Count,Girl
Natalie,343.0,2006,Count,Girl
Natalya,29.0,2006,Count,Girl
Natasha,585.0,2006,Count,Girl
Nathalie,17.0,2006,Count,Girl
Nawal,29.0,2006,Count,Girl
Neave,47.0,2006,Count,Girl
Neeve,14.0,2006,Count,Girl
Neha,82.0,2006,Count,Girl
Nell,111.0,2006,Count,Girl
Nerys,13.0,2006,Count,Girl
Neve,433.0,2006,Count,Girl
Nia,198.0,2006,Count,Girl
Niamh,932.0,2006,Count,Girl
Nicola,138.0,2006,Count,Girl
Nicole,772.0,2006,Count,Girl
Nida,12.0,2006,Count,Girl
Nieve,47.0,2006,Count,Girl
Niki,4.0,2006,Count,Girl
Nikita,142.0,2006,Count,Girl
Nikki,41.0,2006,Count,Girl
Nimra,29.0,2006,Count,Girl
Nimrah,29.0,2006,Count,Girl
Nina,184.0,2006,Count,Girl
Nisa,9.0,2006,Count,Girl
Noor,105.0,2006,Count,Girl
Nora,33.0,2006,Count,Girl
Noreen,6.0,2006,Count,Girl
Nour,29.0,2006,Count,Girl
Nuala,22.0,2006,Count,Girl
Nuha,35.0,2006,Count,Girl
Nur,29.0,2006,Count,Girl
Nusaybah,16.0,2006,Count,Girl
Nusrat,16.0,2006,Count,Girl
Ocean,40.0,2006,Count,Girl
Octavia,13.0,2006,Count,Girl
Olive,37.0,2006,Count,Girl
Olivia,4961.0,2006,Count,Girl
Ophelia,50.0,2006,Count,Girl
Oreoluwa,15.0,2006,Count,Girl
Oriana,13.0,2006,Count,Girl
Orla,161.0,2006,Count,Girl
Orlagh,7.0,2006,Count,Girl
Orlaith,37.0,2006,Count,Girl
Ottilie,16.0,2006,Count,Girl
Paige,1266.0,2006,Count,Girl
Paisley,17.0,2006,Count,Girl
Paloma,9.0,2006,Count,Girl
Pamela,13.0,2006,Count,Girl
Pandora,6.0,2006,Count,Girl
Paris,325.0,2006,Count,Girl
Patience,31.0,2006,Count,Girl
Patricia,49.0,2006,Count,Girl
Patsy,8.0,2006,Count,Girl
Paula,29.0,2006,Count,Girl
Paulina,30.0,2006,Count,Girl
Pauline,5.0,2006,Count,Girl
Payton,10.0,2006,Count,Girl
Pearl,72.0,2006,Count,Girl
Peggy,17.0,2006,Count,Girl
Penelope,46.0,2006,Count,Girl
Penny,29.0,2006,Count,Girl
Persia,5.0,2006,Count,Girl
Petra,24.0,2006,Count,Girl
Peyton,11.0,2006,Count,Girl
Pheobe,42.0,2006,Count,Girl
Philippa,151.0,2006,Count,Girl
Phillipa,14.0,2006,Count,Girl
Phoebe,1634.0,2006,Count,Girl
Phoenix,59.0,2006,Count,Girl
Pia,41.0,2006,Count,Girl
Pippa,97.0,2006,Count,Girl
Polly,150.0,2006,Count,Girl
Pollyanna,18.0,2006,Count,Girl
Poppie,39.0,2006,Count,Girl
Poppy,1794.0,2006,Count,Girl
Porsha,18.0,2006,Count,Girl
Portia,23.0,2006,Count,Girl
Precious,102.0,2006,Count,Girl
Primrose,9.0,2006,Count,Girl
Princess,57.0,2006,Count,Girl
Priscilla,39.0,2006,Count,Girl
Priya,138.0,2006,Count,Girl
Rabia,28.0,2006,Count,Girl
Rachael,149.0,2006,Count,Girl
Rachel,684.0,2006,Count,Girl
Rae,19.0,2006,Count,Girl
Raegan,12.0,2006,Count,Girl
Raheema,6.0,2006,Count,Girl
Rahma,44.0,2006,Count,Girl
Raisa,17.0,2006,Count,Girl
Ramla,13.0,2006,Count,Girl
Rana,15.0,2006,Count,Girl
Rani,8.0,2006,Count,Girl
Rania,38.0,2006,Count,Girl
Ranya,13.0,2006,Count,Girl
Raquel,8.0,2006,Count,Girl
Raven,21.0,2006,Count,Girl
Rawan,14.0,2006,Count,Girl
Raya,36.0,2006,Count,Girl
Rayna,7.0,2006,Count,Girl
Reagan,20.0,2006,Count,Girl
Rebeca,10.0,2006,Count,Girl
Rebecca,1575.0,2006,Count,Girl
Rebeka,13.0,2006,Count,Girl
Rebekah,159.0,2006,Count,Girl
Reem,29.0,2006,Count,Girl
Reema,10.0,2006,Count,Girl
Regan,39.0,2006,Count,Girl
Regina,9.0,2006,Count,Girl
Remi,28.0,2006,Count,Girl
Remy,9.0,2006,Count,Girl
Renae,23.0,2006,Count,Girl
Rene,12.0,2006,Count,Girl
Renee,129.0,2006,Count,Girl
Rhea,130.0,2006,Count,Girl
Rhia,32.0,2006,Count,Girl
Rhian,68.0,2006,Count,Girl
Rhianna,450.0,2006,Count,Girl
Rhiannon,274.0,2006,Count,Girl
Ria,217.0,2006,Count,Girl
Riana,23.0,2006,Count,Girl
Rianna,91.0,2006,Count,Girl
Rida,22.0,2006,Count,Girl
Riley,43.0,2006,Count,Girl
Rina,11.0,2006,Count,Girl
Rio,29.0,2006,Count,Girl
Rita,19.0,2006,Count,Girl
Rivka,17.0,2006,Count,Girl
Riya,118.0,2006,Count,Girl
Roberta,26.0,2006,Count,Girl
Robin,17.0,2006,Count,Girl
Robyn,301.0,2006,Count,Girl
Rochelle,31.0,2006,Count,Girl
Roisin,73.0,2006,Count,Girl
Roma,33.0,2006,Count,Girl
Romany,25.0,2006,Count,Girl
Romilly,42.0,2006,Count,Girl
Romy,27.0,2006,Count,Girl
Rona,7.0,2006,Count,Girl
Ronni,6.0,2006,Count,Girl
Ronnie,16.0,2006,Count,Girl
Rosa,179.0,2006,Count,Girl
Rosalie,20.0,2006,Count,Girl
Rosalind,27.0,2006,Count,Girl
Rosalyn,10.0,2006,Count,Girl
Rosanna,44.0,2006,Count,Girl
Rose,468.0,2006,Count,Girl
Roseanna,23.0,2006,Count,Girl
Roseanne,10.0,2006,Count,Girl
Rosemarie,11.0,2006,Count,Girl
Rosemary,69.0,2006,Count,Girl
Rosey,9.0,2006,Count,Girl
Roshni,16.0,2006,Count,Girl
Rosie,880.0,2006,Count,Girl
Rosina,16.0,2006,Count,Girl
Rosy,13.0,2006,Count,Girl
Rowan,82.0,2006,Count,Girl
Rowen,6.0,2006,Count,Girl
Rowena,12.0,2006,Count,Girl
Roxana,14.0,2006,Count,Girl
Roxanna,19.0,2006,Count,Girl
Roxanne,112.0,2006,Count,Girl
Rubie,104.0,2006,Count,Girl
Ruby,4511.0,2006,Count,Girl
Ruqayya,12.0,2006,Count,Girl
Ruqayyah,55.0,2006,Count,Girl
Ruth,152.0,2006,Count,Girl
Saara,23.0,2006,Count,Girl
Saarah,58.0,2006,Count,Girl
Saba,50.0,2006,Count,Girl
Sabiha,25.0,2006,Count,Girl
Sabina,16.0,2006,Count,Girl
Sabrina,76.0,2006,Count,Girl
Sadaf,10.0,2006,Count,Girl
Sade,26.0,2006,Count,Girl
Sadia,65.0,2006,Count,Girl
Sadie,243.0,2006,Count,Girl
Sadiya,22.0,2006,Count,Girl
Safa,231.0,2006,Count,Girl
Safaa,34.0,2006,Count,Girl
Safah,37.0,2006,Count,Girl
Saffron,189.0,2006,Count,Girl
Safia,66.0,2006,Count,Girl
Safina,9.0,2006,Count,Girl
Safiya,81.0,2006,Count,Girl
Safiyah,42.0,2006,Count,Girl
Safiyya,13.0,2006,Count,Girl
Safiyyah,38.0,2006,Count,Girl
Sahar,39.0,2006,Count,Girl
Sahara,41.0,2006,Count,Girl
Sahiba,5.0,2006,Count,Girl
Sahra,27.0,2006,Count,Girl
Saira,59.0,2006,Count,Girl
Sakina,24.0,2006,Count,Girl
Sakinah,11.0,2006,Count,Girl
Saleha,11.0,2006,Count,Girl
Saliha,15.0,2006,Count,Girl
Sally,81.0,2006,Count,Girl
Salma,130.0,2006,Count,Girl
Salome,8.0,2006,Count,Girl
Salwa,16.0,2006,Count,Girl
Samah,13.0,2006,Count,Girl
Samantha,376.0,2006,Count,Girl
Samar,6.0,2006,Count,Girl
Samara,54.0,2006,Count,Girl
Sameera,26.0,2006,Count,Girl
Samia,47.0,2006,Count,Girl
Samiha,41.0,2006,Count,Girl
Samira,81.0,2006,Count,Girl
Samirah,19.0,2006,Count,Girl
Samiya,31.0,2006,Count,Girl
Sana,150.0,2006,Count,Girl
Sanaa,33.0,2006,Count,Girl
Sandra,37.0,2006,Count,Girl
Sania,33.0,2006,Count,Girl
Saniya,35.0,2006,Count,Girl
Saoirse,41.0,2006,Count,Girl
Sapphire,95.0,2006,Count,Girl
Sara,485.0,2006,Count,Girl
Sarah,976.0,2006,Count,Girl
Sarina,22.0,2006,Count,Girl
Sasha,261.0,2006,Count,Girl
Saskia,139.0,2006,Count,Girl
Savanah,11.0,2006,Count,Girl
Savanna,40.0,2006,Count,Girl
Savannah,224.0,2006,Count,Girl
Scarlet,315.0,2006,Count,Girl
Scarlett,1283.0,2006,Count,Girl
Sehar,21.0,2006,Count,Girl
Seher,17.0,2006,Count,Girl
Sehrish,6.0,2006,Count,Girl
Selena,19.0,2006,Count,Girl
Selin,31.0,2006,Count,Girl
Selina,58.0,2006,Count,Girl
Seren,294.0,2006,Count,Girl
Serena,149.0,2006,Count,Girl
Serene,4.0,2006,Count,Girl
Shae,15.0,2006,Count,Girl
Shah,14.0,2006,Count,Girl
Shakira,124.0,2006,Count,Girl
Shana,26.0,2006,Count,Girl
Shanae,33.0,2006,Count,Girl
Shani,54.0,2006,Count,Girl
Shania,151.0,2006,Count,Girl
Shanice,41.0,2006,Count,Girl
Shannon,820.0,2006,Count,Girl
Sharon,60.0,2006,Count,Girl
Shay,16.0,2006,Count,Girl
Shayla,50.0,2006,Count,Girl
Sheikh,23.0,2006,Count,Girl
Sheila,16.0,2006,Count,Girl
Shelby,110.0,2006,Count,Girl
Shivani,33.0,2006,Count,Girl
Shoshana,7.0,2006,Count,Girl
Shreya,65.0,2006,Count,Girl
Shriya,26.0,2006,Count,Girl
Shyla,22.0,2006,Count,Girl
Sian,196.0,2006,Count,Girl
Siana,10.0,2006,Count,Girl
Sidney,12.0,2006,Count,Girl
Sidra,28.0,2006,Count,Girl
Sidrah,12.0,2006,Count,Girl
Siena,54.0,2006,Count,Girl
Sienna,870.0,2006,Count,Girl
Silvia,11.0,2006,Count,Girl
Sima,7.0,2006,Count,Girl
Simone,44.0,2006,Count,Girl
Simran,158.0,2006,Count,Girl
Sinead,139.0,2006,Count,Girl
Siobhan,68.0,2006,Count,Girl
Sky,223.0,2006,Count,Girl
Skye,775.0,2006,Count,Girl
Sofia,630.0,2006,Count,Girl
Sofie,15.0,2006,Count,Girl
Sonia,54.0,2006,Count,Girl
Sonya,15.0,2006,Count,Girl
Sophia,1137.0,2006,Count,Girl
Sophie,4309.0,2006,Count,Girl
Soraya,32.0,2006,Count,Girl
Sorcha,17.0,2006,Count,Girl
Stacey,96.0,2006,Count,Girl
Star,32.0,2006,Count,Girl
Starr,20.0,2006,Count,Girl
Stefania,5.0,2006,Count,Girl
Stella,131.0,2006,Count,Girl
Stephanie,254.0,2006,Count,Girl
Stevie,47.0,2006,Count,Girl
Storm,40.0,2006,Count,Girl
Sumaiya,47.0,2006,Count,Girl
Sumaiyah,26.0,2006,Count,Girl
Sumaya,107.0,2006,Count,Girl
Sumayah,27.0,2006,Count,Girl
Sumayya,26.0,2006,Count,Girl
Sumayyah,86.0,2006,Count,Girl
Summer,937.0,2006,Count,Girl
Sunny,8.0,2006,Count,Girl
Suraiya,18.0,2006,Count,Girl
Susan,40.0,2006,Count,Girl
Susanna,32.0,2006,Count,Girl
Susannah,42.0,2006,Count,Girl
Susie,11.0,2006,Count,Girl
Suzanna,14.0,2006,Count,Girl
Suzanne,15.0,2006,Count,Girl
Suzie,10.0,2006,Count,Girl
Sydney,175.0,2006,Count,Girl
Syeda,189.0,2006,Count,Girl
Sylvia,34.0,2006,Count,Girl
Sylvie,63.0,2006,Count,Girl
Tabitha,249.0,2006,Count,Girl
Tahira,25.0,2006,Count,Girl
Tahlia,59.0,2006,Count,Girl
Taiba,16.0,2006,Count,Girl
Talia,171.0,2006,Count,Girl
Talitha,30.0,2006,Count,Girl
Tallulah,200.0,2006,Count,Girl
Talya,11.0,2006,Count,Girl
Tamar,12.0,2006,Count,Girl
Tamara,107.0,2006,Count,Girl
Tamia,23.0,2006,Count,Girl
Tamsin,80.0,2006,Count,Girl
Tanaya,6.0,2006,Count,Girl
Tania,44.0,2006,Count,Girl
Tanisha,120.0,2006,Count,Girl
Tanya,97.0,2006,Count,Girl
Tara,179.0,2006,Count,Girl
Taryn,36.0,2006,Count,Girl
Tasneem,28.0,2006,Count,Girl
Tasnim,56.0,2006,Count,Girl
Tatiana,53.0,2006,Count,Girl
Taya,99.0,2006,Count,Girl
Tayah,22.0,2006,Count,Girl
Tayla,138.0,2006,Count,Girl
Taylor,244.0,2006,Count,Girl
Teagan,181.0,2006,Count,Girl
Teegan,71.0,2006,Count,Girl
Tegan,528.0,2006,Count,Girl
Teigan,138.0,2006,Count,Girl
Teresa,16.0,2006,Count,Girl
Tess,85.0,2006,Count,Girl
Tessa,57.0,2006,Count,Girl
Teya,17.0,2006,Count,Girl
Thalia,57.0,2006,Count,Girl
Thea,196.0,2006,Count,Girl
Theadora,7.0,2006,Count,Girl
Theodora,15.0,2006,Count,Girl
Theresa,21.0,2006,Count,Girl
Tia,1008.0,2006,Count,Girl
Tiana,163.0,2006,Count,Girl
Tianna,112.0,2006,Count,Girl
Tiarna,28.0,2006,Count,Girl
Tiffany,180.0,2006,Count,Girl
Tillie,73.0,2006,Count,Girl
Tilly,539.0,2006,Count,Girl
Tina,31.0,2006,Count,Girl
Toni,69.0,2006,Count,Girl
Tori,68.0,2006,Count,Girl
Trinity,192.0,2006,Count,Girl
Trisha,23.0,2006,Count,Girl
Trudy,16.0,2006,Count,Girl
Tulsi,8.0,2006,Count,Girl
Tyra,101.0,2006,Count,Girl
Uma,22.0,2006,Count,Girl
Umaymah,20.0,2006,Count,Girl
Umme,17.0,2006,Count,Girl
Una,4.0,2006,Count,Girl
Ursula,19.0,2006,Count,Girl
Uzma,8.0,2006,Count,Girl
Valentina,41.0,2006,Count,Girl
Valerie,24.0,2006,Count,Girl
Vanessa,144.0,2006,Count,Girl
Verity,103.0,2006,Count,Girl
Veronica,38.0,2006,Count,Girl
Vicky,11.0,2006,Count,Girl
Victoria,498.0,2006,Count,Girl
Vienna,28.0,2006,Count,Girl
Violet,245.0,2006,Count,Girl
Virginia,8.0,2006,Count,Girl
Vivian,15.0,2006,Count,Girl
Vivien,15.0,2006,Count,Girl
Vivienne,17.0,2006,Count,Girl
Warda,9.0,2006,Count,Girl
Wendy,15.0,2006,Count,Girl
Whitney,14.0,2006,Count,Girl
Willow,218.0,2006,Count,Girl
Winifred,14.0,2006,Count,Girl
Winnie,12.0,2006,Count,Girl
Xanthe,60.0,2006,Count,Girl
Xena,7.0,2006,Count,Girl
Xenia,7.0,2006,Count,Girl
Yael,13.0,2006,Count,Girl
Yara,21.0,2006,Count,Girl
Yasemin,20.0,2006,Count,Girl
Yasmeen,21.0,2006,Count,Girl
Yasmin,400.0,2006,Count,Girl
Yasmina,8.0,2006,Count,Girl
Yasmine,105.0,2006,Count,Girl
Yazmin,45.0,2006,Count,Girl
Yumna,26.0,2006,Count,Girl
Yusra,105.0,2006,Count,Girl
Yvonne,12.0,2006,Count,Girl
Zahra,338.0,2006,Count,Girl
Zahraa,38.0,2006,Count,Girl
Zahrah,33.0,2006,Count,Girl
Zaina,58.0,2006,Count,Girl
Zainab,331.0,2006,Count,Girl
Zaira,13.0,2006,Count,Girl
Zara,727.0,2006,Count,Girl
Zarah,46.0,2006,Count,Girl
Zarina,7.0,2006,Count,Girl
Zayna,36.0,2006,Count,Girl
Zaynab,159.0,2006,Count,Girl
Zaynah,63.0,2006,Count,Girl
Zeenat,24.0,2006,Count,Girl
Zehra,15.0,2006,Count,Girl
Zena,20.0,2006,Count,Girl
Zeynep,35.0,2006,Count,Girl
Zoe,799.0,2006,Count,Girl
Zofia,33.0,2006,Count,Girl
Zoha,20.0,2006,Count,Girl
Zohra,8.0,2006,Count,Girl
Zoya,63.0,2006,Count,Girl
Zulaikha,9.0,2006,Count,Girl
Aaisha,824.0,2005,Rank,Girl
Aaishah,1796.0,2005,Rank,Girl
Aaliya,890.0,2005,Rank,Girl
Aaliyah,129.0,2005,Rank,Girl
Aamina,499.0,2005,Rank,Girl
Aaminah,541.0,2005,Rank,Girl
Aamirah,2970.0,2005,Rank,Girl
Aamna,1045.0,2005,Rank,Girl
Aasiyah,1406.0,2005,Rank,Girl
Abbey,349.0,2005,Rank,Girl
Abbie,53.0,2005,Rank,Girl
Abby,199.0,2005,Rank,Girl
Abi,204.0,2005,Rank,Girl
Abida,1045.0,2005,Rank,Girl
Abigail,20.0,2005,Rank,Girl
Acacia,1165.0,2005,Rank,Girl
Ada,951.0,2005,Rank,Girl
Adeeba,1690.0,2005,Rank,Girl
Adela,2247.0,2005,Rank,Girl
Adelaide,1406.0,2005,Rank,Girl
Adele,604.0,2005,Rank,Girl
Adina,1343.0,2005,Rank,Girl
Aditi,1589.0,2005,Rank,Girl
Adriana,866.0,2005,Rank,Girl
Adrianna,1406.0,2005,Rank,Girl
Afreen,2438.0,2005,Rank,Girl
Agatha,971.0,2005,Rank,Girl
Agnes,1165.0,2005,Rank,Girl
Ahlam,1082.0,2005,Rank,Girl
Aicha,1295.0,2005,Rank,Girl
Aida,1500.0,2005,Rank,Girl
Aileen,3382.0,2005,Rank,Girl
Ailish,1796.0,2005,Rank,Girl
Ailsa,1012.0,2005,Rank,Girl
Aimee,49.0,2005,Rank,Girl
Aine,824.0,2005,Rank,Girl
Aisha,107.0,2005,Rank,Girl
Aishah,410.0,2005,Rank,Girl
Aisling,657.0,2005,Rank,Girl
Alaa,1406.0,2005,Rank,Girl
Alaina,1082.0,2005,Rank,Girl
Alana,227.0,2005,Rank,Girl
Alanah,736.0,2005,Rank,Girl
Alanis,1934.0,2005,Rank,Girl
Alanna,435.0,2005,Rank,Girl
Alannah,459.0,2005,Rank,Girl
Alarna,1934.0,2005,Rank,Girl
Alaw,1406.0,2005,Rank,Girl
Alayna,1243.0,2005,Rank,Girl
Alba,1500.0,2005,Rank,Girl
Aleah,1045.0,2005,Rank,Girl
Aleena,280.0,2005,Rank,Girl
Aleesha,227.0,2005,Rank,Girl
Aleksandra,1295.0,2005,Rank,Girl
Alena,1165.0,2005,Rank,Girl
Alesha,369.0,2005,Rank,Girl
Alessandra,1121.0,2005,Rank,Girl
Alessia,756.0,2005,Rank,Girl
Alethea,1796.0,2005,Rank,Girl
Alex,251.0,2005,Rank,Girl
Alexa,483.0,2005,Rank,Girl
Alexandra,87.0,2005,Rank,Girl
Alexandria,756.0,2005,Rank,Girl
Alexia,369.0,2005,Rank,Girl
Alexis,361.0,2005,Rank,Girl
Aleyna,890.0,2005,Rank,Girl
Alia,866.0,2005,Rank,Girl
