INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
HEXPCSTPPPCAPGOV.NTL.HER.PU,NOR,2020,15.08851,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,NOR,2021,13.92269,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,PER,2019,9.66377,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,PER,2020,8.52795,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,PER,2021,7.03682,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,PHL,2020,4.52669,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,POL,2019,26.81271,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,POL,2020,25.78849,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,POL,2021,26.49094,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,RUS,2020,3.39390,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,RUS,2021,3.29686,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SLV,2021,0.07904,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SRB,2021,12.80928,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SVK,2018,44.54061,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SWE,2018,75.52913,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SWE,2019,67.66097,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SWE,2020,71.99141,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,SWE,2021,96.78331,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,TKM,2019,0.03977,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,TKM,2020,0.03303,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,TUR,2018,15.45396,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,TUR,2019,10.75976,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,TUR,2020,8.93047,,
HEXPCSTPPPCAPGOV.NTL.HER.PU,UZB,2020,0.01897,,UIS_EST
HEXPCSTPPPCAPGOV.NTL.HER.PU,VUT,2019,1.86212,,
HEXPCSTPPPCAPGOV.REG.HER.PU,AND,2021,0,NA,
HEXPCSTPPPCAPGOV.REG.HER.PU,AUS,2020,26.86879,,
HEXPCSTPPPCAPGOV.REG.HER.PU,AUS,2021,24.29581,,UIS_EST
HEXPCSTPPPCAPGOV.REG.HER.PU,BIH,2019,17.36321,,
HEXPCSTPPPCAPGOV.REG.HER.PU,BIH,2020,14.96252,,
HEXPCSTPPPCAPGOV.REG.HER.PU,BIH,2021,16.11090,,
HEXPCSTPPPCAPGOV.REG.HER.PU,BRA,2019,1.35828,,
HEXPCSTPPPCAPGOV.REG.HER.PU,BRA,2020,1.22845,,
HEXPCSTPPPCAPGOV.REG.HER.PU,BRA,2021,1.48646,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CHE,2018,66.09107,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CHE,2019,73.05984,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CHE,2020,75.57942,,
HEXPCSTPPPCAPGOV.REG.HER.PU,COL,2018,12.12687,,
HEXPCSTPPPCAPGOV.REG.HER.PU,COL,2019,15.15162,,
HEXPCSTPPPCAPGOV.REG.HER.PU,COL,2020,9.08001,,
HEXPCSTPPPCAPGOV.REG.HER.PU,COL,2021,10.54345,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CZE,2018,67.75499,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CZE,2019,73.83845,,
HEXPCSTPPPCAPGOV.REG.HER.PU,CZE,2020,80.59361,,
HEXPCSTPPPCAPGOV.REG.HER.PU,ESP,2017,14.44711,,
HEXPCSTPPPCAPGOV.REG.HER.PU,ESP,2018,13.88666,,
HEXPCSTPPPCAPGOV.REG.HER.PU,ESP,2019,16.42384,,
HEXPCSTPPPCAPGOV.REG.HER.PU,ESP,2020,16.61035,,
HEXPCSTPPPCAPGOV.REG.HER.PU,FRA,2018,19.50369,,
HEXPCSTPPPCAPGOV.REG.HER.PU,FRA,2019,21.26639,,
HEXPCSTPPPCAPGOV.REG.HER.PU,FRA,2020,23.80093,,
HEXPCSTPPPCAPGOV.REG.HER.PU,KAZ,2019,0.64555,,
HEXPCSTPPPCAPGOV.REG.HER.PU,KOR,2019,40.10293,,
HEXPCSTPPPCAPGOV.REG.HER.PU,KOR,2020,13.14208,,
HEXPCSTPPPCAPGOV.REG.HER.PU,LKA,2020,0.00781,,
HEXPCSTPPPCAPGOV.REG.HER.PU,NOR,2020,5.62069,,
HEXPCSTPPPCAPGOV.REG.HER.PU,NOR,2021,5.77922,,
HEXPCSTPPPCAPGOV.REG.HER.PU,PER,2019,1.88890,,
HEXPCSTPPPCAPGOV.REG.HER.PU,PER,2020,1.86644,,
HEXPCSTPPPCAPGOV.REG.HER.PU,PER,2021,1.91891,,
HEXPCSTPPPCAPGOV.REG.HER.PU,RUS,2021,3.48732,,
HEXPCSTPPPCAPGOV.REG.HER.PU,SRB,2021,3.11299,,
HEXPCSTPPPCAPGOV.REG.HER.PU,SWE,2018,5.03602,,
HEXPCSTPPPCAPGOV.REG.HER.PU,SWE,2019,5.14784,,
HEXPCSTPPPCAPGOV.REG.HER.PU,SWE,2020,5.18668,,
HEXPCSTPPPCAPGOV.REG.HER.PU,SWE,2021,5.35587,,
